id:ID(KG),:LABEL,name,description,xref,provided_by,source
MONDO:0016480,Disease,Silver-Russell syndrome due to an imprinting defect of 11p15,"Other features can include the delayed development of motor skills, speech and language problems, and learning disabilities.\n\nSilver-Russell syndrome is a rare disorder that is characterized by slow",UMLS:C5680916,NCBI:MedGen,NCBI MedGen
UMLS:C5786266,Disease,Drug or Chemical Induced Diabetes Mellitus with Severe Non-Proliferative Diabetic Retinopathy with Macular Edema,Evidence of drug or chemical induced diabetes mellitus with severe non-proliferative diabetic retinopathy with macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C4076703,Disease,Hyperglycemia due to type 1 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
MONDO:0014421,Disease,Glucocorticoid resistance,"Generalized glucocorticoid resistance is an autosomal dominant disease characterized by increased plasma cortisol concentration and high urinary free cortisol, resistance to adrenal suppression by dex",UMLS:C1841972,NCBI:MedGen,NCBI MedGen
UMLS:C1559916,Disease,"Serum Hyperglycemia, CTCAE",,,NCBI:MedGen,NCBI MedGen
UMLS:C2676338,Disease,Transient neonatal hypoglycemia (2p21del),,,NCBI:MedGen,NCBI MedGen
MONDO:0018485,Disease,"Glycogen storage disease due to acid maltase deficiency, late-onset","Pompe disease can be classified by age of onset, organ involvement, severity, and rate of progression into infantile-onset Pompe disease (IOPD) (i.e., individuals with onset before age 12 months with ",UMLS:C0342753,NCBI:MedGen,NCBI MedGen
UMLS:C2874157,Disease,Other Specified Diabetes Mellitus with Diabetic Peripheral Angiopathy without Gangrene,Evidence of other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
MONDO:0017701,Disease,"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form",,UMLS:C1856306,NCBI:MedGen,NCBI MedGen
MONDO:0976229,Disease,Immunodeficiency 131,"Immunodeficiency-131 (IMD131) is characterized by low IgM, IgG, and IgA serum levels, low plasma cell counts, abnormal T-cell subsets, and early graying of hair (summary by Thouenon et al., 2023).",UMLS:C6012696,NCBI:MedGen,NCBI MedGen
MONDO:1040002,Disease,PIK3CA related overgrowth syndrome,PIK3CA-related overgrowth spectrum (PROS) encompasses a range of clinical findings in which the core features are congenital or early-childhood onset of segmental/focal overgrowth with or without cell,UMLS:C4728213,NCBI:MedGen,NCBI MedGen
MONDO:0009292,Disease,"Glycogen storage disease, type IV","The clinical manifestations of glycogen storage disease type IV (GSD IV) discussed in this entry span a continuum of different subtypes with variable ages of onset, severity, and clinical features. Cl",UMLS:C0017923,NCBI:MedGen,NCBI MedGen
UMLS:C5786214,Disease,Diabetes Mellitus due to Underlying Condition with Mild Non-Proliferative Diabetic Retinopathy with Macular Edema,Evidence of diabetes mellitus due to underlying condition with mild non-proliferative diabetic retinopathy with macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C2903675,Disease,Unspecified Pre-Existing Diabetes Mellitus in Childbirth,Evidence of unspecified pre-existing diabetes mellitus in childbirth.,,NCBI:MedGen,NCBI MedGen
UMLS:C1167662,Disease,Diabetic Fetopathy,"A constellation of features seen in the hyperinsulinemic fetus of a diabetic mother that include macrosomia, postnatal hypoglycemia and polycythemia.",,NCBI:MedGen,NCBI MedGen
MONDO:0014332,Disease,Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency,"Most children with carbonic anhydrase VA (CA-VA) deficiency reported to date have presented between day 2 of life and early childhood (up to age 20 months) with hyperammonemic encephalopathy (i.e., le",UMLS:C4706871,NCBI:MedGen,NCBI MedGen
MONDO:0008093,Disease,Epidermal nevus,PIK3CA-related overgrowth spectrum (PROS) encompasses a range of clinical findings in which the core features are congenital or early-childhood onset of segmental/focal overgrowth with or without cell,UMLS:C0334082,NCBI:MedGen,NCBI MedGen
UMLS:C1968741,Disease,Glycogen storage disease IIIc,,,NCBI:MedGen,NCBI MedGen
UMLS:C4267944,Disease,"Diabetes Mellitus due to Underlying Condition with Stable Proliferative Diabetic Retinopathy, Unspecified Eye",Evidence of diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0013587,Disease,Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,"People with lactate dehydrogenase-A deficiency experience fatigue, muscle pain, and cramps during exercise (exercise intolerance). In some people with lactate dehydrogenase-A deficiency, high-intensit",UMLS:C3279904,NCBI:MedGen,NCBI MedGen
MONDO:0009636,Disease,Mitochondrial DNA depletion syndrome 3 (hepatocerebral type),The two forms of deoxyguanosine kinase (DGUOK) deficiency are a neonatal multisystem disorder and an isolated hepatic disorder that presents later in infancy or childhood. The majority of affected ind,UMLS:CN074093,NCBI:MedGen,NCBI MedGen
UMLS:C0342323,Disease,Ectopic IGF hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C2874039,Disease,Type 1 Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy with Macular Edema,Evidence of type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema.,,NCBI:MedGen,NCBI MedGen
MONDO:0032679,Disease,Combined oxidative phosphorylation deficiency 37,"Combined oxidative phosphorylation deficiency-37 is an autosomal recessive multisystem disorder apparent at birth or in the first months of life. Affected individuals have hypotonia, failure to thrive",UMLS:C5193031,NCBI:MedGen,NCBI MedGen
UMLS:C2873981,Disease,Drug or Chemical Induced Diabetes Mellitus with Other Diabetic Ophthalmic Complication,Evidence of drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication.,,NCBI:MedGen,NCBI MedGen
MONDO:0010613,Disease,Inborn glycerol kinase deficiency,NR0B1-related adrenal hypoplasia congenita includes both X-linked adrenal hypoplasia congenita (X-linked AHC) and Xp21 deletion (previously called complex glycerol kinase deficiency). X-linked AHC is ,UMLS:C0268418,NCBI:MedGen,NCBI MedGen
UMLS:C4268002,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0014260,Disease,"Immunodeficiency, common variable, 10","Common variable immunodeficiency-10 (CVID10) is an autosomal dominant primary immunodeficiency characterized by childhood-onset of recurrent infections, hypogammaglobulinemia, and decreased numbers of",UMLS:C3809991,NCBI:MedGen,NCBI MedGen
UMLS:C2903667,Disease,"Pre-Existing Type 2 Diabetes Mellitus, in Pregnancy, Second Trimester",Evidence of pre-existing type 2 diabetes mellitus in the in pregnancy in the second trimester.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786237,Disease,"Diabetes Mellitus due to Underlying Condition with Severe Non-Proliferative Diabetic Retinopathy with Macular Edema, Bilateral",Evidence of diabetes mellitus due to underlying condition with severe non-proliferative diabetic retinopathy with macular edema that is bilateral.,,NCBI:MedGen,NCBI MedGen
MONDO:0009295,Disease,"Glycogen storage disease, type VII","Glycogen storage disease VII is an autosomal recessive metabolic disorder characterized clinically by exercise intolerance, muscle cramping, exertional myopathy, and compensated hemolysis. Myoglobinur",UMLS:C0017926,NCBI:MedGen,NCBI MedGen
MONDO:0859365,Disease,"Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures","TRPM3-related neurodevelopmental disorder (TRPM3-NDD) is characterized by congenital hypotonia, developmental delay affecting motor and speech/language skills, mild-to-severe intellectual disability, ",UMLS:C5830244,NCBI:MedGen,NCBI MedGen
MONDO:0020751,Disease,Orthostatic hypotension 2,"Orthostatic hypotension-2 is an autosomal recessive disorder characterized by severe orthostatic hypotension, recurrent hypoglycemia, and low norepinephrine levels. The disorder has onset in infancy o",UMLS:C4748569,NCBI:MedGen,NCBI MedGen
UMLS:C0745150,Disease,"Hypoglycemia, acute",,,NCBI:MedGen,NCBI MedGen
MONDO:0012118,Disease,COG7 congenital disorder of glycosylation,"CDG IIe is caused by a mutation that impairs the integrity of the conserved oligomeric Golgi (COG) complex and alters Golgi trafficking, resulting in the disruption of multiple glycosylation pathways.",UMLS:C2931010,NCBI:MedGen,NCBI MedGen
UMLS:C4268100,Disease,"Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment Involving the Macula, Unspecified Eye",Evidence of type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula in an other unspecified eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268086,Disease,"Type 2 Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy with Macular Edema, Bilateral",Evidence of type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema that is bilateral.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874148,Disease,Other Specified Diabetes Mellitus with Proliferative Diabetic Retinopathy with Macular Edema,Evidence of other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786284,Disease,Other Specified Diabetes Mellitus with Diabetic Autonomic Polyneuropathy,Evidence of other specified diabetes mellitus with diabetic autonomic polyneuropathy not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268043,Disease,"Type 1 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment Involving the Macula, Unspecified Eye",Evidence of type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2873983,Disease,"Drug or Chemical Induced Diabetes Mellitus with Neurological Complication with Diabetic Neuropathy, Unspecified",Evidence of drug or chemical induced diabetes mellitus with neurological complication with diabetic neuropathy.,,NCBI:MedGen,NCBI MedGen
UMLS:C5923905,Disease,Hypertension in chronic kidney disease stage 2 due to type 1 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C2874040,Disease,Type 1 Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy without Macular Edema,Evidence of type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema.,,NCBI:MedGen,NCBI MedGen
MONDO:0018950,Disease,Methylcrotonyl-CoA carboxylase deficiency,A rare inherited disorder of leucine metabolism characterised by a highly variable clinical picture ranging from metabolic crisis in infancy to asymptomatic adults.,UMLS:C4551505,NCBI:MedGen,NCBI MedGen
UMLS:C4267994,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy with Combined Traction Retinal Detachment and Rhegmatogenous Retinal Detachment, Left Eye",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:CN294158,Disease,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect,"A rare mitochondrial disease characterized by a variable phenotype comprising congenital sensorineural deafness, intermittent or persistent hypoglycemia, and hepatic and renal dysfunction potentially ",,NCBI:MedGen,NCBI MedGen
UMLS:C4076711,Disease,Hyperglycemia due to type 2 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C4268015,Disease,"Type 1 Diabetes Mellitus with Mild Nonproliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874120,Disease,Type 2 Diabetes Mellitus with Other Oral Complications,Evidence of type 2 diabetes mellitus with other oral complications.,,NCBI:MedGen,NCBI MedGen
UMLS:C2903673,Disease,"Unspecified Pre-Existing Diabetes Mellitus in Pregnancy, Second Trimester",Evidence of unspecified pre-existing diabetes mellitus in pregnancy in the second trimester.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268064,Disease,"Type 1 Diabetes Mellitus with Diabetic Macular Edema, Resolved following Treatment, Right Eye",Evidence of type 1 diabetes mellitus with diabetic macular edema which is resolved following treatment in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C3875546,Disease,Hypoglycemia unawareness due to type 2 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C0342298,Disease,Severe hyperglycemia due to diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
MONDO:0030105,Disease,Galactosemia 4,"Galactosemia IV (GALAC4) is an inborn error of galactose metabolism that presents in the neonatal period. Of the 8 affected children that have thus far been reported, none had gastrointestinal symptom",UMLS:C5394377,NCBI:MedGen,NCBI MedGen
UMLS:C2874089,Disease,Type 2 Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy without Macular Edema,Evidence of type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C0342322,Disease,Alcohol-induced hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C2874079,Disease,Type 2 Diabetes Mellitus with Other Diabetic Kidney Complication,Evidence of type 2 diabetes mellitus with other diabetic kidney complication.,,NCBI:MedGen,NCBI MedGen
MONDO:0009414,Disease,Glycogen storage disorder due to hepatic glycogen synthase deficiency,"Glycogen storage disease type 0 (also known as GSD 0) is a condition caused by the body's inability to form a complex sugar called glycogen, which is a major source of stored energy in the body. GSD 0",UMLS:C1855861,NCBI:MedGen,NCBI MedGen
MONDO:0004566,Disease,Postgastrectomy syndrome,"Sequelae of gastrectomy from the second week after operation on. Include recurrent or anastomotic ulcer, postprandial syndromes (dumping syndrome and late postprandial hypoglycemia), disordered bowel ",UMLS:C0032763,NCBI:MedGen,NCBI MedGen
MONDO:0033543,Disease,"Cone-rod synaptic disorder syndrome, congenital nonprogressive",Congenital nonprogressive cone-rod synaptic disorder syndrome (CRSDS) is characterized by retinal and neurodevelopmental disease as well as occasional anomalies of glucose homeostasis. Patients exhibi,UMLS:C5436505,NCBI:MedGen,NCBI MedGen
UMLS:C3278392,Disease,Hypoinsulinemic hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C5786271,Disease,Drug or Chemical Induced Diabetes Mellitus with Severe Non-Proliferative Diabetic Retinopathy without Macular Edema,Evidence of drug or chemical induced diabetes mellitus with severe non-proliferative diabetic retinopathy without macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874111,Disease,Type 2 Diabetes Mellitus with Other Diabetic Arthropathy,Evidence of type 2 diabetes mellitus with other diabetic arthropathy.,,NCBI:MedGen,NCBI MedGen
